0,016667 	0,00000 	13,478 
0,050000 	0,00069048 	13,478 
0,066667 	0,0015536 	13,478 
0,083333 	0,0029345 	13,478 
0,10000 	0,0050060 	13,478 
0,11667 	0,0072500 	16,848 
0,13333 	0,0095804 	18,532 
0,15000 	0,011997 	21,902 
0,16667 	0,014673 	23,587 
0,18333 	0,017262 	26,956 
0,20000 	0,019765 	28,641 
0,21667 	0,022441 	32,010 
0,23333 	0,024857 	33,695 
0,25000 	0,027360 	38,749 
0,26667 	0,029950 	43,804 
0,28333 	0,032453 	47,173 
0,30000 	0,035214 	52,227 
0,31667 	0,038063 	57,282 
0,33333 	0,040738 	62,336 
0,35000 	0,043500 	67,390 
0,36667 	0,046090 	74,129 
0,38333 	0,048765 	79,183 
0,40000 	0,051613 	84,238 
0,41667 	0,054462 	90,977 
0,43333 	0,057482 	97,716 
0,45000 	0,060417 	106,14 
0,46667 	0,063265 	114,56 
0,48333 	0,066027 	122,99 
0,50000 	0,068616 	129,73 
0,51667 	0,071292 	138,15 
0,53333 	0,073968 	144,89 
0,55000 	0,076557 	149,94 
0,56667 	0,079405 	156,68 
0,58333 	0,082253 	165,11 
0,60000 	0,085015 	173,53 
0,61667 	0,087777 	183,64 
0,63333 	0,090367 	193,75 
0,65000 	0,093215 	203,86 
0,66667 	0,095977 	213,96 
0,68333 	0,098911 	227,44 
0,70000 	0,10193 	240,92 
0,71667 	0,10478 	259,45 
0,73333 	0,10771 	274,62 
0,75000 	0,11039 	293,15 
0,76667 	0,11289 	311,68 
0,78333 	0,11566 	326,84 
0,80000 	0,11824 	343,69 
0,81667 	0,12101 	362,22 
0,83333 	0,12385 	380,75 
0,85000 	0,12662 	400,97 
0,86667 	0,12938 	421,19 
0,88333 	0,13214 	441,41 
0,90000 	0,13473 	461,62 
0,91667 	0,13758 	481,84 
0,93333 	0,14043 	502,06 
0,95000 	0,14345 	525,64 
0,96667 	0,14647 	547,55 
0,98333 	0,14932 	571,13 
1,0000 	0,15208 	594,72 
1,0167 	0,15467 	618,31 
1,0333 	0,15726 	641,89 
1,0500 	0,16002 	662,11 
1,0667 	0,16261 	684,01 
1,0833 	0,16554 	705,91 
1,1000 	0,16830 	729,50 
1,1167 	0,17107 	754,77 
1,1333 	0,17391 	778,36 
1,1500 	0,17633 	803,63 
1,1667 	0,17909 	827,21 
1,1833 	0,18194 	849,12 
1,2000 	0,18488 	874,39 
1,2167 	0,18798 	901,34 
1,2333 	0,19083 	928,30 
1,2500 	0,19377 	955,26 
1,2667 	0,19644 	982,21 
1,2833 	0,19894 	1007,5 
1,3000 	0,20171 	1031,1 
1,3167 	0,20438 	1054,7 
1,3333 	0,20714 	1079,9 
1,3500 	0,21008 	1106,9 
1,3667 	0,21275 	1132,2 
1,3833 	0,21552 	1159,1 
1,4000 	0,21828 	1186,1 
1,4167 	0,22095 	1211,3 
1,4333 	0,22380 	1236,6 
1,4500 	0,22656 	1263,6 
1,4667 	0,22958 	1288,8 
1,4833 	0,23261 	1317,5 
1,5000 	0,23545 	1346,1 
1,5167 	0,23830 	1374,8 
1,5333 	0,24080 	1403,4 
1,5500 	0,24339 	1427,0 
1,5667 	0,24616 	1450,6 
1,5833 	0,24875 	1475,8 
1,6000 	0,25159 	1501,1 
1,6167 	0,25444 	1526,4 
1,6333 	0,25720 	1553,3 
1,6500 	0,25997 	1580,3 
1,6667 	0,26264 	1607,3 
1,6833 	0,26540 	1632,5 
1,7000 	0,26825 	1657,8 
1,7167 	0,27110 	1684,8 
1,7333 	0,27412 	1711,7 
1,7500 	0,27697 	1740,4 
1,7667 	0,27990 	1769,0 
1,7833 	0,28258 	1797,6 
1,8000 	0,28508 	1821,2 
1,8167 	0,28784 	1846,5 
1,8333 	0,29043 	1870,1 
1,8500 	0,29320 	1895,3 
1,8667 	0,29613 	1918,9 
1,8833 	0,29881 	1945,9 
1,9000 	0,30157 	1972,8 
1,9167 	0,30433 	1998,1 
1,9333 	0,30700 	2023,4 
1,9500 	0,30985 	2047,0 
1,9667 	0,31261 	2070,6 
1,9833 	0,31564 	2097,5 
2,0000 	0,31857 	2122,8 
2,0167 	0,32150 	2149,7 
2,0333 	0,32435 	2175,0 
2,0500 	0,32694 	2202,0 
2,0667 	0,32953 	2223,9 
2,0833 	0,33221 	2245,8 
2,1000 	0,33488 	2267,7 
2,1167 	0,33773 	2291,3 
2,1333 	0,34058 	2314,9 
2,1500 	0,34325 	2340,1 
2,1667 	0,34610 	2363,7 
2,1833 	0,34852 	2385,6 
2,2000 	0,35128 	2409,2 
2,2167 	0,35422 	2431,1 
2,2333 	0,35706 	2454,7 
2,2500 	0,36017 	2478,3 
2,2667 	0,36311 	2501,9 
2,2833 	0,36595 	2527,1 
2,3000 	0,36872 	2550,7 
2,3167 	0,37122 	2572,6 
2,3333 	0,37398 	2591,2 
2,3500 	0,37657 	2611,4 
2,3667 	0,37925 	2631,6 
2,3833 	0,38227 	2651,8 
2,4000 	0,38494 	2673,7 
2,4167 	0,38779 	2695,6 
2,4333 	0,39055 	2715,8 
2,4500 	0,39314 	2736,0 
2,4833 	0,39884 	2774,8 
2,5000 	0,40177 	2795,0 
2,5167 	0,40479 	2816,9 
2,5333 	0,40764 	2838,8 
2,5500 	0,41049 	2859,0 
2,5833 	0,41567 	2896,1 
2,6167 	0,42102 	2926,4 
2,6500 	0,42663 	2963,5 
2,6667 	0,42939 	2983,7 
2,7000 	0,43483 	3017,4 
2,7333 	0,44044 	3049,4 
2,7667 	0,44640 	3083,1 
2,8000 	0,45218 	3121,9 
2,8333 	0,45736 	3150,5 
2,8667 	0,46271 	3179,1 
2,9000 	0,46832 	3207,8 
2,9333 	0,47384 	3238,1 
2,9667 	0,47919 	3265,1 
3,0000 	0,48489 	3292,0 
3,0333 	0,49084 	3319,0 
3,0667 	0,49654 	3347,6 
3,1000 	0,50172 	3371,2 
3,1333 	0,50707 	3393,1 
3,1667 	0,51285 	3416,7 
3,2000 	0,51838 	3442,0 
3,2333 	0,52356 	3463,9 
3,2667 	0,52934 	3485,8 
3,3000 	0,53529 	3509,3 
3,3333 	0,54090 	3531,2 
3,3667 	0,54617 	3549,8 
3,4000 	0,55143 	3566,6 
3,4333 	0,55713 	3586,8 
3,4667 	0,56274 	3605,4 
3,5000 	0,56827 	3622,2 
3,5333 	0,57396 	3639,1 
3,5667 	0,57983 	3659,3 
3,6000 	0,58527 	3674,5 
3,6333 	0,59062 	3687,9 
3,6667 	0,59606 	3699,7 
3,7000 	0,60158 	3716,6 
3,7333 	0,60702 	3731,7 
3,7667 	0,61263 	3743,5 
3,8000 	0,61858 	3757,0 
3,8333 	0,62437 	3773,9 
3,8667 	0,62963 	3785,6 
3,9000 	0,63498 	3794,1 
3,9333 	0,64059 	3805,9 
3,9667 	0,64612 	3819,3 
4,0000 	0,65147 	3831,1 
4,0333 	0,65708 	3839,6 
4,0667 	0,66312 	3853,0 
4,1000 	0,66882 	3864,8 
4,1333 	0,67399 	3871,6 
4,1667 	0,67926 	3878,3 
4,2000 	0,68504 	3888,4 
4,2333 	0,69057 	3900,2 
4,2833 	0,69868 	3912,0 
4,3167 	0,70463 	3922,1 
4,3500 	0,71033 	3933,9 
4,4000 	0,71836 	3942,3 
4,4500 	0,72664 	3952,4 
4,5000 	0,73502 	3965,9 
4,5500 	0,74322 	3976,0 
4,5833 	0,74926 	3984,4 
4,6333 	0,75754 	3997,9 
4,6833 	0,76548 	4003,0 
4,7333 	0,77386 	4014,8 
4,7833 	0,78214 	4024,9 
4,8333 	0,79086 	4033,3 
4,8833 	0,79940 	4045,1 
4,9333 	0,80726 	4050,2 
4,9833 	0,81554 	4060,3 
5,0333 	0,82366 	4068,7 
5,0833 	0,83220 	4077,1 
5,1333 	0,84100 	4087,2 
5,1833 	0,84886 	4090,6 
5,2333 	0,85723 	4097,3 
5,2833 	0,86526 	4105,7 
5,3333 	0,87372 	4112,5 
5,3833 	0,88261 	4122,6 
5,4333 	0,89063 	4126,0 
5,4833 	0,89883 	4131,0 
5,5333 	0,90720 	4139,4 
5,5833 	0,91540 	4144,5 
5,6333 	0,92429 	4154,6 
5,6833 	0,93241 	4158,0 
5,7333 	0,94052 	4161,3 
5,7833 	0,94889 	4169,8 
5,8333 	0,95709 	4173,1 
5,8833 	0,96590 	4183,2 
5,9333 	0,97409 	4186,6 
5,9833 	0,98204 	4190,0 
6,0333 	0,99058 	4196,7 
6,0833 	0,99869 	4200,1 
6,1333 	1,0075 	4208,5 
6,1833 	1,0159 	4213,6 
6,2333 	1,0238 	4213,6 
6,2833 	1,0322 	4220,3 
6,3333 	1,0402 	4225,4 
6,3833 	1,0491 	4230,4 
6,4333 	1,0577 	4237,2 
6,5000 	1,0682 	4240,5 
6,5500 	1,0766 	4245,6 
6,6167 	1,0877 	4249,0 
6,6667 	1,0965 	4255,7 
6,7333 	1,1073 	4257,4 
6,8000 	1,1182 	4265,8 
6,8667 	1,1293 	4269,2 
6,9333 	1,1409 	4277,6 
7,0000 	1,1516 	4277,6 
7,0667 	1,1627 	4287,7 
7,1333 	1,1737 	4289,4 
7,2000 	1,1855 	4297,8 
7,2667 	1,1960 	4297,8 
7,3333 	1,2072 	4304,5 
7,4000 	1,2182 	4309,6 
7,4667 	1,2299 	4318,0 
7,5333 	1,2404 	4316,3 
7,6000 	1,2517 	4323,1 
7,6667 	1,2628 	4326,5 
7,7333 	1,2743 	4334,9 
7,8000 	1,2849 	4334,9 
7,8667 	1,2960 	4339,9 
7,9333 	1,3073 	4343,3 
8,0000 	1,3186 	4350,0 
8,0667 	1,3293 	4350,0 
8,1333 	1,3404 	4356,8 
8,2000 	1,3520 	4361,8 
8,2667 	1,3629 	4365,2 
8,3333 	1,3740 	4366,9 
8,4000 	1,3847 	4371,9 
8,4667 	1,3964 	4377,0 
8,5333 	1,4073 	4380,4 
8,6000 	1,4183 	4383,7 
8,6833 	1,4321 	4387,1 
8,7500 	1,4438 	4395,5 
8,8333 	1,4571 	4393,8 
8,9167 	1,4710 	4400,6 
8,9833 	1,4825 	4405,6 
9,0667 	1,4962 	4405,6 
9,1500 	1,5100 	4414,1 
9,2333 	1,5241 	4419,1 
9,3167 	1,5379 	4422,5 
9,4000 	1,5517 	4427,5 
9,4833 	1,5657 	4430,9 
9,5667 	1,5796 	4436,0 
9,6500 	1,5932 	4439,3 
9,7333 	1,6072 	4442,7 
9,8167 	1,6212 	4447,8 
9,9000 	1,6350 	4451,1 
9,9833 	1,6488 	4456,2 
10,067 	1,6630 	4462,9 
10,150 	1,6767 	4462,9 
10,233 	1,6904 	4468,0 
10,317 	1,7049 	4474,7 
10,400 	1,7184 	4474,7 
10,483 	1,7320 	4479,8 
10,567 	1,7466 	4486,5 
10,667 	1,7628 	4488,2 
10,750 	1,7766 	4493,2 
10,833 	1,7910 	4498,3 
10,933 	1,8072 	4500,0 
11,033 	1,8240 	4505,0 
11,133 	1,8406 	4508,4 
11,233 	1,8571 	4515,1 
11,333 	1,8743 	4521,9 
11,433 	1,8906 	4521,9 
11,533 	1,9070 	4528,6 
11,633 	1,9239 	4533,7 
11,733 	1,9406 	4538,7 
11,833 	1,9576 	4542,1 
11,933 	1,9737 	4545,5 
12,033 	1,9904 	4548,8 
12,133 	2,0076 	4558,9 
12,233 	2,0238 	4560,6 
12,333 	2,0406 	4564,0 
12,433 	2,0572 	4565,7 
12,533 	2,0735 	4574,1 
12,633 	2,0910 	4580,8 
12,750 	2,1099 	4582,5 
12,850 	2,1269 	4587,6 
12,967 	2,1459 	4589,3 
13,083 	2,1654 	4594,3 
13,183 	2,1823 	4602,8 
13,300 	2,2016 	4607,8 
13,400 	2,2188 	4612,9 
13,517 	2,2378 	4612,9 
13,633 	2,2574 	4621,3 
13,750 	2,2766 	4624,7 
13,867 	2,2960 	4628,0 
13,983 	2,3156 	4633,1 
14,100 	2,3349 	4639,8 
14,217 	2,3545 	4644,9 
14,333 	2,3738 	4648,2 
14,450 	2,3938 	4655,0 
14,567 	2,4128 	4658,3 
14,683 	2,4326 	4666,8 
14,800 	2,4517 	4665,1 
14,917 	2,4712 	4673,5 
15,033 	2,4905 	4675,2 
15,167 	2,5127 	4683,6 
15,300 	2,5348 	4687,0 
15,433 	2,5573 	4695,4 
15,567 	2,5795 	4697,1 
15,700 	2,6018 	4703,8 
15,833 	2,6239 	4707,2 
15,967 	2,6464 	4715,6 
16,100 	2,6684 	4719,0 
16,233 	2,6909 	4729,1 
16,367 	2,7127 	4730,8 
16,500 	2,7354 	4739,2 
16,633 	2,7572 	4742,6 
16,767 	2,7799 	4749,3 
16,900 	2,8016 	4752,7 
17,033 	2,8244 	4759,4 
17,183 	2,8488 	4762,8 
17,317 	2,8713 	4767,9 
17,467 	2,8960 	4771,2 
17,617 	2,9209 	4778,0 
17,767 	2,9463 	4786,4 
17,917 	2,9710 	4791,4 
18,067 	2,9966 	4799,9 
18,217 	3,0210 	4804,9 
18,367 	3,0463 	4808,3 
18,517 	3,0710 	4813,3 
18,667 	3,0961 	4818,4 
18,817 	3,1214 	4826,8 
18,967 	3,1460 	4831,9 
19,117 	3,1715 	4840,3 
19,283 	3,1988 	4843,7 
19,450 	3,2266 	4847,0 
19,600 	3,2521 	4858,8 
19,767 	3,2793 	4862,2 
19,933 	3,3072 	4867,3 
20,100 	3,3353 	4875,7 
20,267 	3,3627 	4880,7 
20,433 	3,3906 	4887,5 
20,600 	3,4183 	4892,5 
20,767 	3,4461 	4899,3 
20,933 	3,4741 	4907,7 
21,100 	3,5016 	4911,1 
21,267 	3,5295 	4916,1 
21,433 	3,5578 	4926,2 
21,617 	3,5876 	4929,6 
21,783 	3,6156 	4934,6 
21,967 	3,6463 	4946,4 
22,150 	3,6766 	4951,5 
22,333 	3,7072 	4956,5 
22,517 	3,7378 	4961,6 
22,700 	3,7686 	4971,7 
22,883 	3,7985 	4978,5 
23,067 	3,8293 	4981,8 
23,250 	3,8605 	4991,9 
23,450 	3,8934 	4997,0 
23,633 	3,9239 	5005,4 
23,833 	3,9571 	5008,8 
24,017 	3,9882 	5020,6 
24,217 	4,0210 	5023,9 
24,417 	4,0544 	5032,4 
24,617 	4,0876 	5037,4 
24,817 	4,1213 	5049,2 
25,017 	4,1547 	5055,9 
25,217 	4,1875 	5061,0 
25,417 	4,2211 	5066,1 
25,617 	4,2546 	5072,8 
25,817 	4,2882 	5084,6 
26,033 	4,3238 	5088,0 
26,250 	4,3599 	5096,4 
26,467 	4,3960 	5104,8 
26,683 	4,4320 	5109,9 
26,900 	4,4684 	5118,3 
27,117 	4,5049 	5128,4 
27,333 	4,5406 	5133,4 
27,550 	4,5765 	5141,9 
27,767 	4,6127 	5148,6 
27,983 	4,6489 	5153,7 
28,217 	4,6877 	5162,1 
28,450 	4,7268 	5172,2 
28,683 	4,7660 	5180,6 
28,917 	4,8049 	5190,7 
29,150 	4,8435 	5195,8 
29,383 	4,8821 	5200,8 
29,617 	4,9210 	5210,9 
29,850 	4,9600 	5219,4 
30,083 	4,9989 	5226,1 
30,333 	5,0405 	5232,8 
30,583 	5,0822 	5239,6 
30,833 	5,1239 	5249,7 
31,083 	5,1655 	5256,4 
31,333 	5,2070 	5266,5 
31,583 	5,2488 	5271,6 
31,833 	5,2906 	5281,7 
32,083 	5,3323 	5288,4 
32,333 	5,3739 	5298,6 
32,600 	5,4185 	5307,0 
32,867 	5,4628 	5313,7 
33,133 	5,5071 	5320,5 
33,400 	5,5515 	5330,6 
33,667 	5,5960 	5339,0 
33,933 	5,6405 	5345,7 
34,200 	5,6851 	5355,8 
34,467 	5,7294 	5364,3 
34,750 	5,7766 	5376,1 
35,033 	5,8237 	5384,5 
35,317 	5,8709 	5389,5 
35,600 	5,9183 	5399,6 
35,883 	5,9658 	5409,7 
36,167 	6,0132 	5421,5 
36,450 	6,0603 	5428,3 
36,750 	6,1100 	5431,6 
37,050 	6,1600 	5441,8 
37,350 	6,2100 	5451,9 
37,650 	6,2599 	5460,3 
37,950 	6,3103 	5470,4 
38,250 	6,3604 	5482,2 
38,550 	6,4101 	5488,9 
38,867 	6,4627 	5495,7 
39,183 	6,5153 	5505,8 
39,500 	6,5685 	5515,9 
39,817 	6,6214 	5526,0 
40,133 	6,6737 	5532,7 
40,450 	6,7267 	5542,8 
40,767 	6,7793 	5549,6 
41,083 	6,8326 	5561,4 
41,417 	6,8876 	5566,4 
41,750 	6,9433 	5578,2 
42,083 	6,9991 	5586,6 
42,417 	7,0545 	5596,8 
42,750 	7,1100 	5603,5 
43,083 	7,1655 	5611,9 
43,417 	7,2216 	5625,4 
43,767 	7,2795 	5628,8 
44,117 	7,3377 	5638,9 
44,467 	7,3965 	5652,4 
44,817 	7,4544 	5657,4 
45,167 	7,5127 	5667,5 
45,533 	7,5740 	5675,9 
45,900 	7,6348 	5687,7 
46,267 	7,6966 	5697,8 
46,633 	7,7573 	5704,6 
47,000 	7,8187 	5713,0 
47,383 	7,8822 	5721,4 
47,767 	7,9462 	5733,2 
48,150 	8,0098 	5740,0 
48,533 	8,0738 	5750,1 
48,917 	8,1377 	5758,5 
49,300 	8,2015 	5766,9 
49,683 	8,2656 	5775,3 
50,083 	8,3321 	5785,4 
50,483 	8,3987 	5793,9 
50,883 	8,4658 	5805,7 
51,283 	8,5323 	5812,4 
51,683 	8,5993 	5827,6 
52,100 	8,6683 	5832,6 
52,517 	8,7379 	5841,0 
52,933 	8,8071 	5851,2 
53,350 	8,8766 	5857,9 
53,767 	8,9466 	5871,4 
54,200 	9,0182 	5876,4 
54,633 	9,0905 	5883,2 
55,067 	9,1631 	5898,3 
55,500 	9,2349 	5903,4 
55,933 	9,3073 	5911,8 
56,383 	9,3823 	5923,6 
56,833 	9,4575 	5930,3 
57,283 	9,5320 	5940,4 
57,733 	9,6073 	5947,2 
58,183 	9,6823 	5960,7 
58,650 	9,7604 	5967,4 
59,117 	9,8375 	5974,1 
59,583 	9,9156 	5984,2 
60,050 	9,9932 	5991,0 
60,517 	10,071 	6002,8 
61,000 	10,152 	6012,9 
61,483 	10,232 	6017,9 
61,967 	10,313 	6026,4 
62,450 	10,393 	6034,8 
62,950 	10,477 	6043,2 
63,450 	10,560 	6051,6 
63,950 	10,643 	6058,4 
64,450 	10,727 	6066,8 
64,950 	10,810 	6073,5 
65,450 	10,893 	6082,0 
65,950 	10,977 	6092,1 
66,450 	11,060 	6100,5 
66,950 	11,144 	6108,9 
67,450 	11,227 	6114,0 
67,950 	11,310 	6120,7 
68,450 	11,393 	6125,8 
68,950 	11,477 	6132,5 
69,450 	11,560 	6139,2 
69,950 	11,643 	6147,7 
70,450 	11,727 	6152,7 
70,950 	11,810 	6159,5 
71,450 	11,893 	6162,8 
71,950 	11,977 	6169,6 
72,450 	12,060 	6174,6 
72,950 	12,143 	6181,4 
73,450 	12,227 	6189,8 
73,950 	12,310 	6196,5 
74,450 	12,394 	6201,6 
74,950 	12,477 	6205,0 
75,450 	12,560 	6208,3 
75,950 	12,643 	6213,4 
76,450 	12,726 	6216,7 
76,950 	12,810 	6223,5 
77,450 	12,893 	6228,5 
77,950 	12,977 	6233,6 
78,450 	13,060 	6237,0 
78,950 	13,143 	6238,6 
79,450 	13,226 	6240,3 
79,950 	13,310 	6245,4 
80,450 	13,393 	6250,4 
80,950 	13,477 	6257,2 
81,450 	13,561 	6262,2 
81,950 	13,644 	6263,9 
82,450 	13,727 	6265,6 
82,950 	13,810 	6267,3 
83,450 	13,893 	6269,0 
83,950 	13,976 	6270,7 
84,450 	14,060 	6274,0 
84,950 	14,143 	6275,7 
85,450 	14,227 	6277,4 
85,950 	14,310 	6277,4 
